Name,Sex,Event,Equipment,Age,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Wilks,McCulloch,Tested,AgeClass,Country,Glossbrenner,Federation,Date,MeetCountry,MeetState,MeetName
Ian Klockner,M,SBD,Wraps,24,M-RO,79.3,82.5,245,262.5,275,,275,130,140,147.5,,147.5,245,-262.5,262.5,,262.5,685,1,470.27,470.27,No,24-34,,454.36,UPA,20/01/2018,USA,MI,Winter Warfare
Chris Ibarra,M,SBD,Wraps,32,M-RO,77.6,82.5,227.5,232.5,-240,,232.5,137.5,142.5,-150,,142.5,230,240,-245,,240,615,2,428.2,428.2,No,24-34,,413.9,UPA,20/01/2018,USA,MI,Winter Warfare
William E. Bowen,M,SBD,Wraps,39,M-RO,79,82.5,135,142.5,150,,150,110,115,120,,120,182.5,207.5,225,,225,495,3,340.65,340.65,No,35-39,,329.16,UPA,20/01/2018,USA,MI,Winter Warfare
Nate Wagoner,M,SBD,Wraps,24,M-RO,85.9,90,207.5,227.5,-240,,227.5,137.5,147.5,155,,155,227.5,247.5,255,,255,637.5,1,417.21,417.21,No,24-34,,402.45,UPA,20/01/2018,USA,MI,Winter Warfare
Michael Hiltz,M,SBD,Wraps,23,M-RO,87.7,90,182.5,197.5,210,,210,130,-142.5,145,,145,197.5,215,227.5,,227.5,582.5,2,376.92,376.92,No,20-23,,363.43,UPA,20/01/2018,USA,MI,Winter Warfare
Aiden Shephard,M,SBD,Wraps,20,M-RO,87.1,90,167.5,182.5,200,,200,-110,115,-122.5,,115,192.5,205,220,,220,535,3,347.47,357.89,No,20-23,,335.08,UPA,20/01/2018,USA,MI,Winter Warfare
Andrew Franks,M,SBD,Wraps,24,M-RO,84.4,90,170,177.5,-187.5,,177.5,130,142.5,-147.5,,142.5,175,192.5,-210,,192.5,512.5,4,338.77,338.77,No,24-34,,326.9,UPA,20/01/2018,USA,MI,Winter Warfare
Derek Nichols,M,SBD,Wraps,34,M-RO,93.8,100,200,212.5,217.5,,217.5,130,140,-145,,140,205,215,222.5,,222.5,580,1,362.89,362.89,No,24-34,,349.37,UPA,20/01/2018,USA,MI,Winter Warfare
Dallas Bird,M,SBD,Wraps,30,M-RO,108.5,110,280,300,305,,305,197.5,207.5,-227.5,,207.5,275,300,320,,320,832.5,1,492.03,492.03,No,24-34,,471.58,UPA,20/01/2018,USA,MI,Winter Warfare
Jason VandenBerg,M,SBD,Wraps,22,M-RO,108,110,210,222.5,-237.5,,222.5,-147.5,155,-165,,155,255,265,277.5,,277.5,655,2,387.7,391.57,No,20-23,,371.65,UPA,20/01/2018,USA,MI,Winter Warfare
Kameron McVittie,M,SBD,Wraps,25,M-RO,116.4,125,300,320,,,320,187.5,200,210,,210,-272.5,287.5,300,,300,830,1,480.75,480.75,No,24-34,,459.44,UPA,20/01/2018,USA,MI,Winter Warfare
Mike David,M,SBD,Wraps,28,M-RO,113.7,125,255,272.5,287.5,,287.5,170,182.5,-190,,182.5,272.5,290,-302.5,,290,760,2,442.96,442.96,No,24-34,,423.76,UPA,20/01/2018,USA,MI,Winter Warfare
Jacob Siebert,M,SBD,Wraps,29,M-RO,132.5,140,-252.5,252.5,,,252.5,170,180,187.5,,187.5,247.5,265,-275,,265,705,1,397.42,397.42,No,24-34,,377.48,UPA,20/01/2018,USA,MI,Winter Warfare
Anna DuCharme,F,B,Raw,27,F-RO,74.7,75,,,,,,72.5,77.5,-80,,77.5,,,,,,77.5,1,73.86,73.86,No,24-34,USA,64.98,UPA,20/01/2018,USA,MI,Winter Warfare
Larry Brendal,M,B,Raw,40,M-RO,118.2,125,,,,,,212.5,220,-230,,220,,,,,,220,1,126.94,126.94,No,40-44,,121.23,UPA,20/01/2018,USA,MI,Winter Warfare
John Wagner,M,D,Multi-ply,48,M-EM2,115.7,125,,,,,,,,,,,255,-272.5,-272.5,,255,255,1,147.93,162.28,No,45-49,,141.41,UPA,20/01/2018,USA,MI,Winter Warfare
Steven O'Brien,M,B,Raw,68.5,R-M3b,89.1,93,,,,,,125,130,132.5,,132.5,,,,,,132.5,1,85.03,134,Yes,65-69,,81.95,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Parker Belle,M,B,Raw,18.5,R-T3,80.4,83,,,,,,125,137.5,-142.5,,137.5,,,,,,137.5,1,93.58,99.19,Yes,18-19,,90.39,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Guilla Mae Pagurayan,F,SBD,Raw,21.5,R-JR,43,43,65,70,72.5,,72.5,35,40,42.5,,42.5,95,100,107.5,,107.5,222.5,1,318.06,324.42,Yes,20-23,,286.06,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Ellen Smith,F,SBD,Raw,22.5,R-JR,69.9,72,105,115,-122.5,,115,70,75,82.5,,82.5,135,142.5,147.5,,147.5,345,1,343.56,347,Yes,20-23,,302.85,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Trisha Pallarco,F,SBD,Raw,23.5,R-JR,68.8,72,85,87.5,92.5,,92.5,37.5,45,47.5,,47.5,92.5,100,107.5,,107.5,247.5,2,249.21,249.21,Yes,Unknown,,219.75,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Pamela Sherwell,F,SBD,Raw,46,R-M1b,98.3,84,120,125,132.5,,132.5,85,90,92.5,,92.5,137.5,147.5,152.5,,152.5,377.5,1,315.93,337.42,Yes,45-49,,271.99,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Andrea Lum,F,SBD,Raw,44.5,R-M1b,103.3,84,-95,95,97.5,,97.5,47.5,50,-52.5,,50,85,90,95,,95,242.5,2,200.1,208.7,Yes,Unknown,,171.17,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Randi Knutson,F,SBD,Raw,59.5,R-M3a,83.6,84,-55,57.5,-60,,57.5,37.5,40,42.5,,42.5,112.5,117.5,120,,120,220,1,196.65,258.6,Yes,Unknown,,171.98,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Melissa Salazar,F,SBD,Raw,38.5,R-O,55.4,57,80,85,-87.5,,85,-52.5,-52.5,-52.5,,,82.5,87.5,92.5,,92.5,,DQ,,,Yes,35-39,,,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Amanda Allen,F,SBD,Raw,36.5,R-O,62.1,63,140,145,-150,,145,-75,80,82.5,,82.5,155,160,165,,165,392.5,1,426.16,426.16,Yes,35-39,,376.38,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Jessica Palomino,F,SBD,Raw,31.5,R-O,63,63,110,115,120,,120,60,65,67.5,,67.5,115,122.5,127.5,,127.5,315,2,338.3,338.3,Yes,24-34,,298.72,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Laci Kolc,F,SBD,Raw,33.5,R-O,62.4,63,82.5,92.5,100,,100,42.5,47.5,-52.5,,47.5,100,115,125,,125,272.5,3,294.79,294.79,Yes,24-34,,260.33,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Emily Johnson,F,SBD,Raw,24,R-O,63,63,90,97.5,-102.5,,97.5,-52.5,-52.5,-57.5,,,122.5,137.5,145,,145,,DQ,,,Yes,24-34,Australia,,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Amanda Araya,F,SBD,Raw,27.5,R-O,71.2,72,125,130,137.5,,137.5,80,85,-90,,85,135,142.5,-155,,142.5,365,1,358.93,358.93,Yes,24-34,,316.26,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Mabelle Bong,F,SBD,Raw,25.5,R-O,80.6,84,132.5,142.5,150,,150,60,65,70,,70,147.5,157.5,170,,170,390,1,355.38,355.38,Yes,24-34,,311.53,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Suzanne Dickinson,F,SBD,Raw,23.5,R-O,77.3,84,80,85,92.5,,92.5,50,55,-57.5,,55,102.5,110,117.5,,117.5,265,2,247.32,247.32,Yes,Unknown,,217.28,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Benton Luu,M,SBD,Raw,23.5,R-JR,65.6,66,-157.5,-162.5,162.5,,162.5,-102.5,105,,,105,195,202.5,-205,,202.5,470,1,370.9,370.9,Yes,Unknown,,360.1,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Julian Balanon,M,SBD,Raw,22.5,R-JR,65.9,66,-105,105,110,,110,-67.5,67.5,-70,,67.5,160,170,175,,175,352.5,2,277.13,279.9,Yes,20-23,,269.02,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Marc Anthony Toledo,M,SBD,Raw,22.5,R-JR,63.4,66,92.5,100,102.5,,102.5,60,65,70,,70,135,137.5,140,,140,312.5,3,253.81,256.35,Yes,20-23,,246.73,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Kenneth Wong,M,SBD,Raw,22.5,R-JR,65.8,66,92.5,102.5,107.5,,107.5,62.5,-67.5,-67.5,,62.5,127.5,-137.5,-137.5,,127.5,297.5,4,234.18,236.52,Yes,20-23,,227.34,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Keenan Dung,M,SBD,Raw,20.5,R-JR,73,74,157.5,165,170,,170,92.5,100,105,,105,212.5,220,-227.5,,220,495,1,359.55,370.33,Yes,20-23,,348.01,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Cameron Farrens,M,SBD,Raw,23.5,R-JR,80.2,83,170,180,-187.5,,180,110,117.5,122.5,,122.5,187.5,200,207.5,,207.5,510,1,347.63,347.63,Yes,Unknown,,335.79,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Brian Ly,M,SBD,Raw,20.5,R-JR,80.6,83,130,137.5,145,,145,-102.5,-107.5,-107.5,,,175,182.5,187.5,,187.5,,DQ,,,Yes,20-23,,,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Arnel Lamigo,M,SBD,Raw,22.5,R-JR,86.3,93,-180,192.5,197.5,,197.5,115,-122.5,-122.5,,115,190,200,-210,,200,512.5,1,334.54,337.89,Yes,20-23,,322.68,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Tanner Batten,M,SBD,Raw,23.5,R-JR,91.7,93,160,170,-175,,170,117.5,120,-127.5,,120,195,205,-212.5,,205,495,2,313.07,313.07,Yes,Unknown,,301.57,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Matthew Lopes,M,SBD,Raw,20.5,R-JR,89.4,93,150,160,-170,,160,-110,-117.5,-117.5,,,200,220,-227.5,,220,,DQ,,,Yes,20-23,,,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Nicholas Cheung,M,SBD,Raw,22.5,R-JR,96.5,105,175,185,192.5,,192.5,97.5,107.5,-112.5,,107.5,165,182.5,-195,,182.5,482.5,1,298.05,301.03,Yes,20-23,,286.73,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Newton Cheng,M,SBD,Raw,39.5,R-M1a,64.3,66,165,177.5,180,,180,100,105,107.5,,107.5,202.5,217.5,-227.5,,217.5,505,1,405.25,405.25,Yes,Unknown,,393.73,USAPL,13/01/2018,USA,CA,LiftingLarge Open
John Baker,M,SBD,Raw,40.5,R-M1a,82.6,83,150,-155,155,,155,90,97.5,-107.5,,97.5,175,192.5,202.5,,202.5,455,1,304.59,304.59,Yes,40-44,,294.04,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Keith Kanemoto,M,SBD,Raw,58.5,R-M2b,82,83,170,185,-200,,185,-135,135,-147.5,,135,182.5,195,207.5,,207.5,527.5,1,354.67,457.88,Yes,55-59,USA,342.44,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Kevin Kaiser,M,SBD,Raw,55.5,R-M2b,97.8,105,127.5,-132.5,-132.5,,127.5,115,122.5,127.5,,127.5,175,182.5,190,,190,445,1,273.31,334.8,Yes,55-59,,262.84,USAPL,13/01/2018,USA,CA,LiftingLarge Open
George Wiltshire,M,SBD,Raw,65.5,R-M3b,72.9,74,-147.5,147.5,155,,155,80,87.5,-92.5,,87.5,160,172.5,185,,185,427.5,1,310.83,460.02,Yes,65-69,,300.86,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Newton Cheng,M,SBD,Raw,39.5,R-O,64.3,66,165,177.5,180,,180,100,105,107.5,,107.5,202.5,217.5,-227.5,,217.5,505,1,405.25,405.25,Yes,Unknown,,393.73,USAPL,13/01/2018,USA,CA,LiftingLarge Open
George Wiltshire,M,SBD,Raw,65.5,R-O,72.9,74,-147.5,147.5,155,,155,80,87.5,-92.5,,87.5,160,172.5,185,,185,427.5,1,310.83,460.02,Yes,65-69,,300.86,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Christopher Lee,M,SBD,Raw,25.5,R-O,81.9,83,205,-220,-220,,205,115,-120,-120,,115,215,227.5,,,227.5,547.5,1,368.39,368.39,Yes,24-34,,355.7,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Brian Postadan,M,SBD,Raw,36.5,R-O,80.4,83,145,150,162.5,,162.5,95,97.5,107.5,,107.5,185,205,217.5,,217.5,487.5,2,331.77,331.77,Yes,35-39,,320.46,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Julio Sanchez #1,M,SBD,Raw,25.5,R-O,91.2,93,200,212.5,220,,220,140,145,152.5,,152.5,235,250,260,,260,632.5,1,401.11,401.11,Yes,24-34,,386.42,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Nathan Kadlecek,M,SBD,Raw,26.5,R-O,86.1,93,185,190,,,190,-125,130,132.5,,132.5,255,272.5,280,,280,602.5,2,393.8,393.8,Yes,24-34,,379.85,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Daniel Jahangard,M,SBD,Raw,29.5,R-O,87,93,190,202.5,212.5,,212.5,110,-117.5,-117.5,,110,230,245,250,,250,572.5,3,372.06,372.06,Yes,24-34,,358.8,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Louis Elgarico,M,SBD,Raw,26.5,R-O,90.2,93,167.5,172.5,185,,185,100,105,-112.5,,105,175,185,192.5,,192.5,482.5,4,307.68,307.68,Yes,24-34,,296.49,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Stephan Barragan,M,SBD,Raw,37.5,R-O,89.4,93,147.5,160,-170,,160,115,120,125,,125,142.5,160,182.5,,182.5,467.5,5,299.47,299.47,Yes,35-39,,288.64,USAPL,13/01/2018,USA,CA,LiftingLarge Open
David Berry,M,SBD,Raw,32.5,R-O,90.9,93,152.5,162.5,-167.5,,162.5,105,107.5,-112.5,,107.5,170,182.5,190,,190,460,6,292.19,292.19,Yes,24-34,,281.52,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Daniel Hoff,M,SBD,Raw,28.5,R-O,89.9,93,125,137.5,145,,145,-90,90,102.5,,102.5,165,180,187.5,,187.5,435,7,277.86,277.86,Yes,24-34,,267.77,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Andrew Sutor,M,SBD,Raw,32.5,R-O,103,105,217.5,232.5,240,,240,130,135,-140,,135,222.5,237.5,247.5,,247.5,622.5,1,374.56,374.56,Yes,24-34,,359.65,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Artemio Zambrano Jr,M,SBD,Raw,24.5,R-O,112.1,120,272.5,285,295,,295,162.5,167.5,172.5,,172.5,310,327.5,-332.5,,327.5,795,1,465.23,465.23,Yes,24-34,,445.32,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Cole Bengston,M,SBD,Raw,25.5,R-O,106.3,120,225,-240,240,,240,155,165,170,,170,230,250,-255,,250,660,2,392.72,392.72,Yes,24-34,,376.67,USAPL,13/01/2018,USA,CA,LiftingLarge Open
John Franklin Jr,M,SBD,Raw,27.5,R-O,116.1,120,120,-170,175,,175,100,120,-125,,120,135,205,220,,220,515,3,298.49,298.49,Yes,24-34,,285.29,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Thomas Sanchez,M,SBD,Raw,37.5,R-O,132.2,120,175,-180,-180,,175,120,130,-135,,130,175,185,197.5,,197.5,502.5,1,283.38,283.38,Yes,35-39,,269.19,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Adam Bregenzer,M,SBD,Raw,38.5,R-O,125.5,120,152.5,165,175,,175,102.5,110,120,,120,175,187.5,197.5,,197.5,492.5,2,280.42,280.42,Yes,35-39,,267.05,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Eoin Cecil-Wherity,M,SBD,Raw,15.5,R-T1,79,83,100,110,117.5,,117.5,65,70,75,,75,140,147.5,152.5,,152.5,345,1,237.43,280.16,Yes,Unknown,,229.41,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Jason Solano,M,SBD,Raw,19.5,R-T3,72,74,160,165,-172.5,,165,92.5,-97.5,-97.5,,92.5,167.5,180,187.5,,187.5,445,1,326.5,339.56,Yes,Unknown,,316.13,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Erik Bentley,M,SBD,Raw,18,R-T3,72.7,74,160,175,,,175,-97.5,-97.5,-97.5,,,182.5,192.5,200,,200,,DQ,,,Yes,18-19,USA,,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Parker Belle,M,SBD,Raw,18.5,R-T3,80.4,83,150,162.5,-175,,162.5,125,137.5,-142.5,,137.5,190,202.5,217.5,,217.5,517.5,1,352.19,373.32,Yes,18-19,,340.18,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Matthew Rivas,M,SBD,Raw,18,R-T3,80.8,83,172.5,182.5,195,,195,122.5,132.5,-137.5,,132.5,162.5,172.5,-182.5,,172.5,500,2,339.23,359.59,Yes,18-19,,327.63,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Robert Anderson,M,SBD,Raw,19.5,R-T3,101.1,105,225,237.5,245,,245,-145,152.5,-167.5,,152.5,275,287.5,300,,300,697.5,1,422.66,439.57,Yes,Unknown,,406.08,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Malaki Hinde,M,SBD,Raw,12.5,R-Y3,52,53,47.5,55,60,,60,37.5,45,50,,50,57.5,62.5,67.5,,67.5,177.5,1,174.18,231.66,Yes,Unknown,,171.12,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Aryan Hereford,M,SBD,Raw,12.5,R-Y3,73.6,74,60,62.5,65,,65,32.5,35,37.5,,37.5,62.5,67.5,70,,70,172.5,1,124.56,165.67,Yes,Unknown,,120.54,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Kai Wiesner-Hanks,M,BD,Raw,29.5,R-O,103.2,105,,,,,,145,155,-165,,155,220,235,245,,245,400,1,240.51,240.51,Yes,24-34,,230.92,USAPL,13/01/2018,USA,CA,LiftingLarge Open
Matt Piscitelli,M,D,Raw,20.5,R-JR,89.2,93,,,,,,,,,,,275,297.5,310,,310,310,1,198.81,204.78,Yes,20-23,,191.63,USAPL,13/01/2018,USA,CT,Connecticut Winter Classic
Amanda Gilbertie,F,SBD,Raw,36.5,R-O,68.6,72,105,112.5,115,,115,65,67.5,72.5,,72.5,130,140,147.5,,147.5,335,1,338,338,Yes,35-39,,298.07,USAPL,13/01/2018,USA,CT,Connecticut Winter Classic
Denise LaConte,F,SBD,Raw,28.5,R-O,71,72,102.5,105,110,,110,62.5,67.5,72.5,,72.5,125,130,137.5,,137.5,320,2,315.28,315.28,Yes,24-34,,277.82,USAPL,13/01/2018,USA,CT,Connecticut Winter Classic
Shea Dolan,F,SBD,Raw,22.5,R-O,79.2,84,85,97.5,107.5,,107.5,60,67.5,-72.5,,67.5,102.5,130,137.5,,137.5,312.5,1,287.56,290.44,Yes,20-23,,252.32,USAPL,13/01/2018,USA,CT,Connecticut Winter Classic
Liza Wilensky,F,SBD,Raw,26.5,R-O,88.6,84,115,122.5,-130,,122.5,77.5,82.5,-85,,82.5,145,155,167.5,,167.5,372.5,1,324.01,324.01,Yes,24-34,,282.04,USAPL,13/01/2018,USA,CT,Connecticut Winter Classic
Casey Fowler,F,SBD,Raw,32.5,R-O,88.2,84,92.5,97.5,102.5,,102.5,52.5,-57.5,-57.5,,52.5,115,122.5,127.5,,127.5,282.5,2,246.21,246.21,Yes,24-34,,214.41,USAPL,13/01/2018,USA,CT,Connecticut Winter Classic
Thomas Gottschalk,M,SBD,Single-ply,23.5,JR,88.4,93,-275,-275,-275,,,195,202.5,207.5,,207.5,262.5,277.5,290,,290,,DQ,,,Yes,Unknown,,,USAPL,13/01/2018,USA,CT,Connecticut Winter Classic
Hayden Prain,M,SBD,Raw,20.5,R-JR,73.4,74,170,185,195,,195,107.5,112.5,117.5,,117.5,207.5,-225,225,,225,537.5,1,388.88,400.55,Yes,20-23,,376.36,USAPL,13/01/2018,USA,CT,Connecticut Winter Classic
Huy Nguyen,M,SBD,Raw,24.5,R-O,90.2,93,177.5,192.5,200,,200,125,130,135,,135,217.5,232.5,240,,240,575,1,366.66,366.66,Yes,24-34,,353.33,USAPL,13/01/2018,USA,CT,Connecticut Winter Classic
Clay Canning,M,SBD,Raw,30.5,R-O,91.4,93,180,-192.5,192.5,,192.5,100,110,-112.5,,110,180,190,195,,195,497.5,2,315.16,315.16,Yes,24-34,,303.6,USAPL,13/01/2018,USA,CT,Connecticut Winter Classic
John Cannone,M,SBD,Raw,26.5,R-O,101.6,105,235,257.5,262.5,,262.5,160,167.5,-175,,167.5,240,255,265,,265,695,1,420.35,420.35,Yes,24-34,,403.79,USAPL,13/01/2018,USA,CT,Connecticut Winter Classic
Tyler Kennedy,M,SBD,Raw,24.5,R-O,107.4,120,152.5,162.5,170,,170,105,112.5,-120,,112.5,190,205,215,,215,497.5,1,295.01,295.01,Yes,24-34,,282.85,USAPL,13/01/2018,USA,CT,Connecticut Winter Classic
Tim Donoghue,M,SBD,Raw,26.5,R-O,157.8,120,237.5,257.5,267.5,,267.5,170,182.5,192.5,,192.5,277.5,300,-312.5,,300,760,1,417.48,417.48,Yes,24-34,,393.12,USAPL,13/01/2018,USA,CT,Connecticut Winter Classic
Brian Benitez,M,B,Raw,22.5,R-JR,82.3,83,,,,,,115,125,-135,,125,,,,,,125,1,83.86,84.7,Yes,20-23,,80.96,USAPL,13/01/2018,USA,FL,Boynton Barbell Center Championship
Robert Arzonetti,M,B,Raw,49.5,R-M1b,106.3,120,,,,,,142.5,-147.5,-147.5,,142.5,,,,,,142.5,1,84.79,94.37,Yes,Unknown,,81.33,USAPL,13/01/2018,USA,FL,Boynton Barbell Center Championship
Damian Fronzaglia,M,B,Raw,52.5,R-O,73.7,74,,,,,,160,175,-180,,175,,,,,,175,1,126.24,147.07,Yes,50-54,USA,122.17,USAPL,13/01/2018,USA,FL,Boynton Barbell Center Championship
Imani Martinez,M,B,Raw,24.5,R-O,73.5,74,,,,,,102.5,-105,-105,,102.5,,,,,,102.5,2,74.09,74.09,Yes,24-34,,71.7,USAPL,13/01/2018,USA,FL,Boynton Barbell Center Championship
Bryan Middleton,M,B,Raw,30.5,R-O,84,93,,,,,,90,95,100,,100,,,,,,100,1,66.28,66.28,Yes,24-34,,63.97,USAPL,13/01/2018,USA,FL,Boynton Barbell Center Championship
Anthony Lee,M,B,Raw,18.5,R-T3,129.8,120,,,,,,185,190,,,190,,,,,,190,1,107.49,113.94,Yes,18-19,,102.2,USAPL,13/01/2018,USA,FL,Boynton Barbell Center Championship
Katelyn Hosang,F,D,Raw,24.5,R-O,66.9,72,,,,,,,,,,,132.5,142.5,147.5,,147.5,147.5,1,151.51,151.51,Yes,24-34,,133.68,USAPL,13/01/2018,USA,FL,Boynton Barbell Center Championship
Miasarah Ribot,F,SBD,Raw,20.5,R-JR,50.6,52,65,-70,-72.5,,65,45,-50,50,,50,90,95,102.5,,102.5,217.5,1,276.89,285.19,Yes,20-23,,245.72,USAPL,13/01/2018,USA,FL,Boynton Barbell Center Championship
Ariana Baklajian,F,SBD,Raw,20.5,R-JR,54.2,57,87.5,95,97.5,,97.5,47.5,52.5,55,,55,112.5,122.5,127.5,,127.5,280,1,337.99,348.13,Yes,20-23,,299.2,USAPL,13/01/2018,USA,FL,Boynton Barbell Center Championship
Bruna Vailant,F,SBD,Raw,21.5,R-JR,55.5,57,92.5,97.5,100,,100,45,47.5,-50,,47.5,90,95,-97.5,,95,242.5,2,287.34,293.09,Yes,20-23,,254.21,USAPL,13/01/2018,USA,FL,Boynton Barbell Center Championship
Daniela Ferreyros,F,SBD,Raw,22.5,R-JR,57,57,75,80,85,,85,47.5,-52.5,-52.5,,47.5,92.5,97.5,102.5,,102.5,235,3,272.69,275.42,Yes,20-23,,241.13,USAPL,13/01/2018,USA,FL,Boynton Barbell Center Championship
Allison Weinberg,F,SBD,Raw,23.5,R-JR,60.4,63,127.5,-135,137.5,,137.5,60,65,70,,70,152.5,165,172.5,,172.5,380,1,421.48,421.48,Yes,Unknown,,372.37,USAPL,13/01/2018,USA,FL,Boynton Barbell Center Championship
Rosie Monterrosas,F,SBD,Raw,22.5,R-JR,63,63,77.5,82.5,87.5,,87.5,62.5,65,-67.5,,65,92.5,97.5,-102.5,,97.5,250,2,268.49,271.17,Yes,20-23,,237.08,USAPL,13/01/2018,USA,FL,Boynton Barbell Center Championship
Caitlyn Eddy,F,SBD,Raw,21.5,R-JR,71.7,72,140,147.5,-155,,147.5,70,77.5,-82.5,,77.5,147.5,157.5,-165,,157.5,382.5,1,374.38,381.86,Yes,20-23,USA,329.81,USAPL,13/01/2018,USA,FL,Boynton Barbell Center Championship
Sierra Volkert,F,SBD,Raw,19.5,R-JR,69.4,72,117.5,125,-137.5,,125,65,-72.5,-75,,65,125,142.5,152.5,,152.5,342.5,2,342.77,356.48,Yes,Unknown,,302.21,USAPL,13/01/2018,USA,FL,Boynton Barbell Center Championship
Alexandra Posada,F,SBD,Raw,23.5,R-JR,103.5,84,125,127.5,137.5,,137.5,52.5,-57.5,,,52.5,127.5,-140,140,,140,330,1,272.16,272.16,Yes,Unknown,,232.76,USAPL,13/01/2018,USA,FL,Boynton Barbell Center Championship
Valerie Diaz,F,SBD,Raw,20.5,R-JR,92.9,84,130,-135,-137.5,,130,45,47.5,-50,,47.5,135,142.5,150,,150,327.5,2,279.45,287.84,Yes,20-23,,242.13,USAPL,13/01/2018,USA,FL,Boynton Barbell Center Championship
Michelle Garner,F,SBD,Raw,47,R-M1b,51.7,52,95,-102.5,-102.5,,95,62.5,-67.5,-67.5,,62.5,130,-137.5,137.5,,137.5,295,1,369.4,399.69,Yes,45-49,,327.52,USAPL,13/01/2018,USA,FL,Boynton Barbell Center Championship
Jill Lehman,F,SBD,Raw,48.5,R-M1b,51.5,52,32.5,-35,35,,35,47.5,-50,-50,,47.5,77.5,-80,-82.5,,77.5,160,2,200.95,220.45,Yes,45-49,,178.2,USAPL,13/01/2018,USA,FL,Boynton Barbell Center Championship
Gwen Jordon,F,SBD,Raw,60.5,R-M3a,61.8,63,55,60,67.5,,67.5,-45,45,47.5,,47.5,-115,-115,127.5,,127.5,242.5,1,264.27,354.13,Yes,60-64,,233.41,USAPL,13/01/2018,USA,FL,Boynton Barbell Center Championship
Courtney Sheehan,F,SBD,Raw,33.5,R-O,46.5,47,-92.5,92.5,-97.5,,92.5,55,57.5,60,,60,110,117.5,120,,120,272.5,1,369.31,369.31,Yes,24-34,,329.49,USAPL,13/01/2018,USA,FL,Boynton Barbell Center Championship
Lauren Bordelon,F,SBD,Raw,24.5,R-O,56.7,57,97.5,107.5,-112.5,,107.5,60,-65,65,,65,125,137.5,142.5,,142.5,315,1,367.04,367.04,Yes,24-34,,324.58,USAPL,13/01/2018,USA,FL,Boynton Barbell Center Championship
Chanel Patti,F,SBD,Raw,30.5,R-O,53.9,57,85,87.5,92.5,,92.5,47.5,52.5,55,,55,92.5,100,105,,105,252.5,2,306.12,306.12,Yes,24-34,,271.03,USAPL,13/01/2018,USA,FL,Boynton Barbell Center Championship
